,emp_title,experience_years,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,total_collection_amount_ever,num_open_cc_accounts,num_cc_carrying_balance,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,has_delinquency,has_balance,has_tax_lien
5520,manager,10.0,MD,MORTGAGE,100000.0,Verified,18.4,2,2002,2,10,6,363816,40133,0,0,2,2,1,0,debt_consolidation,individual,18000,36,7.97,563.81,A,A5,Jan-2018,Current,whole,Cash,15749.4,Has Delinquencies,True,1
5521,care giver,3.0,NY,OWN,25000.0,Not Verified,24.48,0,2004,0,5,5,20905,10346,0,0,2,2,0,0,debt_consolidation,individual,3000,36,7.34,93.1,A,A4,Feb-2018,Current,whole,Cash,2698.25,No Delinquencies,True,0
5522,qc manager,10.0,RI,OWN,59000.0,Not Verified,13.05,0,2004,5,14,8,240354,13605,0,0,6,6,0,0,credit_card,individual,10000,60,12.62,225.6,C,C1,Feb-2018,Current,whole,Cash,9510.61,No Delinquencies,True,0
5523,strategic procurement sourcing mgr,2.0,MA,MORTGAGE,70000.0,Source Verified,11.64,0,2002,3,25,16,71122,37098,0,0,11,2,0,1,debt_consolidation,individual,5000,36,6.72,153.75,A,A3,Jan-2018,Current,whole,Cash,4364.17,No Delinquencies,True,0
5524,line driver,1.0,UT,MORTGAGE,60000.0,Verified,29.72,0,2006,5,24,20,313208,109277,0,0,10,6,0,0,debt_consolidation,individual,15000,60,15.04,357.17,C,C4,Mar-2018,Current,whole,Cash,14659.54,No Delinquencies,True,0
5525,owner,10.0,MS,OWN,50000.0,Not Verified,15.26,0,1996,2,19,11,54920,13529,0,0,10,7,0,0,debt_consolidation,individual,9600,36,6.08,292.4,A,A2,Feb-2018,Current,fractional,Cash,8617.52,No Delinquencies,True,0
5526,plant manager,10.0,OH,RENT,80000.0,Source Verified,19.75,0,2007,4,30,11,110458,91609,0,80,7,6,0,1,credit_card,individual,16000,60,11.98,355.75,B,B5,Mar-2018,Current,whole,DirectPay,15406.06,No Delinquencies,True,0
5527,manager,6.0,CA,RENT,125000.0,Source Verified,9.71,0,2013,1,9,9,117313,100166,0,0,3,3,0,0,small_business,individual,5000,36,12.61,167.54,C,C1,Mar-2018,Fully Paid,fractional,Cash,0.0,No Delinquencies,True,0
5529,loader,5.0,WA,RENT,27000.0,Source Verified,15.44,1,2004,0,15,5,11100,4450,0,0,5,3,0,0,other,individual,2000,36,10.42,64.93,B,B3,Feb-2018,Current,fractional,Cash,1807.25,Has Delinquencies,True,0
5530,manager,6.0,TX,OWN,26000.0,Not Verified,29.69,0,2004,0,17,8,66093,48779,0,0,6,5,0,0,debt_consolidation,individual,12000,60,14.08,279.72,C,C3,Mar-2018,Current,whole,Cash,11578.33,No Delinquencies,True,0
5531,parent partner,10.0,CA,RENT,72000.0,Source Verified,12.04,0,2007,0,13,9,26730,12873,0,1405,6,6,0,0,debt_consolidation,individual,11200,36,9.44,358.46,B,B1,Jan-2018,Current,whole,Cash,9826.8,No Delinquencies,True,0
5532,software engineer,3.0,KS,RENT,61300.0,Not Verified,26.06,0,2010,1,24,20,110721,102344,0,145,5,3,0,0,debt_consolidation,individual,7200,36,10.41,233.72,B,B3,Mar-2018,Current,whole,Cash,6681.75,No Delinquencies,True,0
5533,dist computer tech,4.0,TX,MORTGAGE,29000.0,Verified,24.63,0,2012,3,16,6,55845,24688,0,94,5,3,0,0,debt_consolidation,individual,7500,36,12.62,251.34,C,C1,Jan-2018,Current,whole,Cash,6619.35,No Delinquencies,True,0
5534,operation manager,4.0,CA,RENT,71000.0,Verified,3.59,0,1988,2,7,3,7736,4049,0,0,2,2,0,0,debt_consolidation,joint,10000,36,19.03,366.72,D,D3,Feb-2018,Current,fractional,Cash,9147.54,No Delinquencies,True,0
5536,truck driver ,1.0,DE,RENT,32000.0,Not Verified,5.96,0,2014,0,9,8,7100,3432,0,0,8,5,0,0,credit_card,individual,5000,36,10.9,163.46,B,B4,Feb-2018,Current,fractional,Cash,4642.64,No Delinquencies,True,0
5538,rn,0.0,KY,RENT,48000.0,Source Verified,8.9,0,2006,0,10,7,32000,9872,0,0,7,5,0,0,debt_consolidation,individual,13200,36,9.44,422.47,B,B1,Jan-2018,Current,whole,Cash,11581.59,No Delinquencies,True,0
5541,captain,10.0,NY,MORTGAGE,155000.0,Verified,4.44,0,2003,0,9,4,283131,16576,0,0,2,2,0,0,major_purchase,joint,40000,60,9.44,838.91,B,B1,Feb-2018,Current,whole,Cash,37879.41,No Delinquencies,True,0
5542,house manager,0.0,NJ,RENT,60000.0,Source Verified,19.8,0,2005,4,28,12,67269,33588,0,0,6,5,0,0,credit_card,individual,3200,36,12.61,107.23,C,C1,Mar-2018,Current,fractional,Cash,2976.86,No Delinquencies,True,0
5543,director of engineering,5.0,FL,MORTGAGE,115000.0,Not Verified,8.66,0,2006,2,30,13,283866,52986,0,0,5,2,0,0,debt_consolidation,individual,15000,36,6.08,456.88,A,A2,Jan-2018,Current,whole,Cash,13076.2,No Delinquencies,True,0
5544,city carrier,10.0,CA,MORTGAGE,98000.0,Not Verified,18.35,0,1999,1,33,15,437168,95641,0,0,12,8,0,0,credit_card,individual,18000,36,6.08,548.25,A,A2,Feb-2018,Current,whole,Cash,16157.86,No Delinquencies,True,0
5546,general manager,5.0,CA,RENT,105000.0,Not Verified,23.01,0,2004,3,20,15,105730,45861,0,0,14,10,0,0,other,individual,10000,36,15.04,346.85,C,C4,Mar-2018,Current,whole,Cash,9327.09,No Delinquencies,True,0
5547,mc,2.0,MA,MORTGAGE,101000.0,Source Verified,8.69,1,2005,0,27,11,312892,21536,0,0,7,7,0,0,credit_card,individual,10000,36,5.31,301.11,A,A1,Mar-2018,Current,whole,DirectPay,9226.01,Has Delinquencies,True,0
5548,sales and support generalist,3.0,NY,RENT,30000.0,Not Verified,30.84,0,2012,1,20,18,61255,39905,0,0,8,8,0,0,debt_consolidation,individual,8400,36,20.0,312.18,D,D4,Feb-2018,Current,whole,Cash,7693.87,No Delinquencies,True,0
5549,shipping,4.0,MO,OWN,49000.0,Verified,27.53,0,2006,3,22,9,154753,32899,0,0,4,3,0,1,credit_card,individual,19000,60,20.39,507.52,D,D4,Mar-2018,Current,whole,Cash,18436.5,No Delinquencies,True,0
5550,sr toll collector ,10.0,IL,MORTGAGE,67000.0,Not Verified,1.56,0,2006,3,17,7,104110,5741,0,438,6,3,0,0,car,individual,9000,36,9.43,288.01,B,B1,Mar-2018,Current,whole,Cash,8343.01,No Delinquencies,True,0
5552,employee,3.0,FL,MORTGAGE,55000.0,Verified,12.81,0,2014,3,9,7,351374,34932,0,0,3,2,0,0,other,individual,24450,60,12.62,551.57,C,C1,Feb-2018,Current,whole,Cash,23253.54,No Delinquencies,True,0
5554,production,10.0,NC,OWN,70000.0,Not Verified,18.64,2,1990,2,33,8,186569,60042,0,0,6,6,0,0,debt_consolidation,joint,11000,36,7.35,341.42,A,A4,Jan-2018,Current,whole,Cash,9612.89,Has Delinquencies,True,0
5555,kindergarten teacher,9.0,SC,MORTGAGE,48000.0,Source Verified,34.23,0,2004,0,25,11,327155,55995,0,0,7,7,0,0,debt_consolidation,individual,12000,60,10.9,260.32,B,B4,Mar-2018,Current,whole,Cash,11541.9,No Delinquencies,True,0
5556,partner,10.0,KY,MORTGAGE,152000.0,Not Verified,12.67,0,2003,0,29,12,109547,52005,0,0,9,5,0,0,debt_consolidation,individual,21000,60,9.93,445.47,B,B2,Jan-2018,Current,whole,Cash,19618.86,No Delinquencies,True,0
5557,direct staff ,0.0,CA,RENT,15000.0,Not Verified,7.68,0,2014,2,4,4,15900,3690,0,0,4,3,0,0,debt_consolidation,individual,2000,36,10.91,65.4,B,B4,Feb-2018,Current,whole,Cash,264.6,No Delinquencies,True,0
5558,driver,10.0,MA,RENT,62000.0,Source Verified,11.37,0,2007,4,32,2,22300,18392,0,0,2,2,0,0,other,individual,8000,36,10.9,261.54,B,B4,Mar-2018,Current,whole,Cash,7620.54,No Delinquencies,True,0
5559,teacher assistent,3.0,CA,RENT,60000.0,Source Verified,5.39,0,1994,1,12,5,25700,11453,0,0,5,2,0,1,other,individual,21000,60,16.02,510.91,C,C5,Feb-2018,Late (16-30 days),whole,Cash,20299.04,No Delinquencies,True,0
5562,emergency medical technician,3.0,CA,RENT,38000.0,Not Verified,28.46,0,2008,1,17,12,43780,22181,0,0,9,4,0,0,debt_consolidation,individual,20000,60,28.72,631.44,F,F1,Feb-2018,Current,whole,Cash,19530.62,No Delinquencies,True,0
5563,physician assistant,1.0,MI,MORTGAGE,140000.0,Not Verified,22.14,0,1996,3,46,20,745484,198931,0,0,13,4,0,0,debt_consolidation,individual,18000,36,6.72,553.49,A,A3,Jan-2018,Current,whole,Cash,15711.06,No Delinquencies,True,0
5564,relationship banker ,1.0,OH,MORTGAGE,36000.0,Verified,23.61,0,2004,1,39,13,145676,39842,0,0,9,5,0,0,credit_card,individual,10000,60,14.08,233.1,C,C3,Jan-2018,Current,whole,Cash,9407.42,No Delinquencies,True,0
5565,technician,10.0,GA,RENT,71000.0,Source Verified,12.33,0,2006,2,10,5,24058,20017,0,831,4,4,0,0,other,individual,5000,36,9.93,161.18,B,B2,Jan-2018,Current,fractional,Cash,4390.98,No Delinquencies,True,0
5567,constituent services representative,10.0,TX,MORTGAGE,75000.0,Verified,18.87,0,1985,0,22,13,198155,34293,0,0,10,5,0,0,debt_consolidation,individual,40000,36,6.72,1229.97,A,A3,Feb-2018,Current,whole,Cash,35942.19,No Delinquencies,True,0
5568,senior engineer,10.0,KS,MORTGAGE,98000.0,Verified,27.53,0,1996,2,44,16,258078,108340,0,0,12,9,0,0,credit_card,individual,29000,60,7.35,579.04,A,A4,Feb-2018,Current,whole,DirectPay,27379.52,No Delinquencies,True,0
5569,manager,6.0,PA,OWN,10320.0,Verified,77.67,0,1989,1,22,15,67900,12103,0,0,14,4,0,0,credit_card,joint,3000,36,10.91,98.09,B,B4,Jan-2018,Current,whole,Cash,2639.42,No Delinquencies,True,0
5570,assistant parts manager,10.0,CA,RENT,45000.0,Verified,25.92,0,2008,0,9,7,52308,33651,0,0,5,4,0,0,car,individual,24000,60,16.02,583.89,C,C5,Feb-2018,Current,whole,Cash,22924.75,No Delinquencies,True,0
5571,physical therapist,10.0,CA,MORTGAGE,106000.0,Verified,20.4,0,1994,3,33,9,953050,37671,0,0,8,5,0,0,credit_card,individual,20000,36,9.93,644.69,B,B2,Jan-2018,Current,whole,Cash,17564.07,No Delinquencies,True,0
5573,teacher/coach,9.0,TX,MORTGAGE,70000.0,Source Verified,24.76,1,2000,0,26,6,434034,37907,0,0,3,3,0,0,debt_consolidation,joint,30000,36,9.93,967.03,B,B2,Feb-2018,Current,fractional,Cash,27089.0,Has Delinquencies,True,0
5574,recruiter,10.0,MT,MORTGAGE,65000.0,Source Verified,38.46,0,2006,0,20,8,269216,75042,0,0,4,4,0,0,home_improvement,joint,5000,36,17.09,178.49,D,D1,Jan-2018,Current,whole,Cash,4448.73,No Delinquencies,True,0
5575,data analyst ii,1.0,CA,RENT,71000.0,Not Verified,9.11,0,2009,1,15,13,70800,31713,0,0,7,4,0,0,credit_card,individual,9550,36,7.35,296.41,A,A4,Jan-2018,Current,whole,Cash,8345.75,No Delinquencies,True,0
5576,registered nurse ,0.0,TX,RENT,54000.0,Not Verified,5.41,0,2014,0,9,6,17200,10517,0,0,6,4,0,0,debt_consolidation,individual,10000,36,12.62,335.12,C,C1,Jan-2018,Current,whole,Cash,8825.79,No Delinquencies,True,0
5577,office manager,2.0,FL,MORTGAGE,32000.0,Source Verified,37.21,1,1997,1,24,10,269837,49802,0,0,7,4,0,0,debt_consolidation,joint,15000,36,9.93,483.52,B,B2,Jan-2018,Fully Paid,whole,Cash,0.0,Has Delinquencies,True,0
5578,owner,10.0,TX,OWN,42000.0,Not Verified,32.8,4,1974,1,24,6,61910,37145,0,0,4,3,0,0,debt_consolidation,individual,14400,36,21.85,548.83,D,D5,Mar-2018,Current,whole,Cash,13821.52,Has Delinquencies,True,0
5579,nuclear medicine ,4.0,TX,RENT,84000.0,Not Verified,18.46,2,2006,2,18,15,72590,48402,1,0,8,8,0,0,debt_consolidation,individual,15000,36,9.44,480.08,B,B1,Jan-2018,Current,fractional,Cash,13160.89,Has Delinquencies,True,0
5580,teacher,9.0,MA,RENT,78000.0,Source Verified,22.97,0,2001,0,15,11,135936,96649,0,0,4,3,0,0,debt_consolidation,individual,30000,60,10.9,650.78,B,B4,Mar-2018,Current,whole,Cash,28854.82,No Delinquencies,True,0
5581,teacher,10.0,CA,MORTGAGE,71000.0,Verified,8.38,0,1998,2,23,8,507150,16254,0,0,6,2,0,0,credit_card,individual,20000,60,20.0,529.88,D,D4,Feb-2018,Current,whole,DirectPay,19193.94,No Delinquencies,True,0
5584,firefighter ,10.0,TX,RENT,85000.0,Not Verified,12.48,0,2005,0,18,6,71846,34912,1,726,5,2,0,0,debt_consolidation,individual,24000,36,9.93,773.63,B,B2,Jan-2018,Current,fractional,Cash,21076.87,No Delinquencies,True,0
5585,legal asst,10.0,NY,MORTGAGE,45000.0,Verified,22.08,0,1998,0,32,13,172405,43081,0,0,9,3,0,0,debt_consolidation,individual,8500,36,7.96,266.21,A,A5,Mar-2018,Current,fractional,Cash,7866.34,No Delinquencies,True,0
5586,sr mech spec,10.0,TX,MORTGAGE,110000.0,Verified,20.77,0,1998,1,26,12,56853,41311,0,355,10,9,0,0,debt_consolidation,individual,28000,36,21.45,1061.39,D,D5,Feb-2018,Current,whole,Cash,25695.56,No Delinquencies,True,0
5589,cna,2.0,IN,OWN,60000.0,Not Verified,22.42,0,2003,2,35,8,42950,35640,0,0,6,5,0,0,credit_card,individual,12000,60,21.45,327.69,D,D5,Feb-2018,Current,whole,Cash,11534.96,No Delinquencies,True,0
5590,cnc operator,10.0,IL,RENT,60000.0,Source Verified,19.18,0,2004,0,18,10,56300,25213,0,0,8,7,0,0,debt_consolidation,individual,24000,60,11.99,533.75,B,B5,Feb-2018,Current,whole,Cash,22806.46,No Delinquencies,True,0
5591,technology consultant iv,6.0,TX,MORTGAGE,104000.0,Verified,33.34,0,1998,0,27,13,401800,110169,0,203,10,8,0,0,home_improvement,individual,28000,36,13.58,951.28,C,C2,Mar-2018,Current,fractional,Cash,26075.14,No Delinquencies,True,0
5592,development,3.0,CA,RENT,63000.0,Source Verified,27.05,0,2011,0,17,15,168581,172058,0,0,5,3,0,0,credit_card,joint,8000,36,19.03,293.37,D,D3,Jan-2018,Current,fractional,Cash,7318.34,No Delinquencies,True,0
5593,zone manager,3.0,IL,MORTGAGE,120000.0,Source Verified,9.88,0,2005,1,29,14,84600,74643,0,392,6,4,0,0,debt_consolidation,individual,28000,36,7.97,877.04,A,A5,Jan-2018,Current,fractional,DirectPay,24498.43,No Delinquencies,True,0
5594,pension ananlyst,10.0,MD,OWN,90000.0,Not Verified,21.07,2,2005,4,46,19,154848,62112,0,0,17,5,0,0,debt_consolidation,individual,13000,36,7.35,403.49,A,A4,Jan-2018,Current,whole,Cash,11360.72,Has Delinquencies,True,0
5595,manager,6.0,PA,MORTGAGE,37000.0,Verified,36.2,0,1998,1,13,6,212766,45050,0,0,3,3,0,0,credit_card,individual,5575,36,22.91,215.55,E,E1,Mar-2018,Current,fractional,Cash,5241.37,No Delinquencies,True,0
5596,owner,10.0,OH,MORTGAGE,150000.0,Not Verified,12.55,0,2005,1,22,11,270200,80108,0,0,9,7,0,0,major_purchase,individual,8000,36,9.93,257.88,B,B2,Jan-2018,Current,fractional,Cash,7025.61,No Delinquencies,True,0
5598,director of pupil services,5.0,OH,MORTGAGE,84000.0,Source Verified,13.84,0,2002,0,17,6,59703,49760,0,0,2,1,0,0,major_purchase,joint,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,14236.2,No Delinquencies,True,0
5599,factory,10.0,TX,MORTGAGE,55000.0,Verified,23.15,0,2002,0,45,9,152942,34625,0,1021,4,3,0,0,debt_consolidation,individual,40000,60,10.42,858.18,B,B3,Feb-2018,Current,whole,Cash,38454.11,No Delinquencies,True,0
5600,manager,6.0,PA,MORTGAGE,46800.0,Not Verified,32.41,0,1992,1,35,12,138114,40270,0,0,7,6,0,0,debt_consolidation,individual,6000,36,12.61,201.04,C,C1,Mar-2018,Current,whole,Cash,5722.57,No Delinquencies,True,0
5601,truck driver,3.0,CA,RENT,49000.0,Source Verified,28.02,0,1998,4,15,10,92175,51727,0,0,6,5,0,1,debt_consolidation,individual,11000,60,16.01,267.56,C,C5,Mar-2018,Current,whole,Cash,10632.74,No Delinquencies,True,0
5603,financial analyst,10.0,MA,MORTGAGE,84000.0,Not Verified,10.43,0,1991,0,18,10,103396,31550,0,0,8,5,0,0,credit_card,individual,6500,36,6.08,197.98,A,A2,Jan-2018,Current,whole,Cash,5666.36,No Delinquencies,True,0
5605,administrative assistant ,0.0,FL,RENT,32000.0,Not Verified,22.51,0,1984,1,11,4,22984,18420,0,0,2,2,0,0,debt_consolidation,individual,2500,36,7.96,78.3,A,A5,Mar-2018,Current,whole,DirectPay,2326.16,No Delinquencies,True,0
5606,it student supervisor,6.0,CO,MORTGAGE,56309.0,Not Verified,6.91,0,2008,4,31,8,359721,23498,0,0,6,3,0,0,debt_consolidation,individual,24000,60,15.04,571.47,C,C4,Mar-2018,Current,whole,Cash,23455.26,No Delinquencies,True,0
5607,supply specialist ,10.0,TX,MORTGAGE,90000.0,Source Verified,18.7,0,1993,0,16,6,210250,68794,0,0,3,3,0,0,house,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,whole,Cash,8976.56,No Delinquencies,True,0
5608,hospitality services manager,1.0,CA,RENT,46000.0,Verified,33.81,0,2004,1,37,22,100262,71701,0,0,8,4,0,1,debt_consolidation,joint,20000,60,14.08,466.2,C,C3,Jan-2018,Current,whole,Cash,18814.85,No Delinquencies,True,0
5610,housekeeper,1.0,FL,RENT,25000.0,Source Verified,16.47,0,2002,0,19,9,17201,9784,0,0,4,2,0,1,debt_consolidation,individual,8000,36,10.9,261.54,B,B4,Mar-2018,Current,fractional,Cash,7428.22,No Delinquencies,True,0
5612,owner,5.0,CA,RENT,45000.0,Source Verified,1.07,0,2013,1,6,2,3900,360,0,54,2,2,0,0,home_improvement,joint,9000,36,10.91,294.27,B,B4,Feb-2018,Current,whole,Cash,8138.56,No Delinquencies,True,0
5613,owner/operator,7.0,MO,OWN,80000.0,Source Verified,20.69,0,1999,2,25,6,77903,28673,0,0,4,2,0,1,other,individual,30000,36,9.93,967.03,B,B2,Jan-2018,Current,whole,Cash,26346.13,No Delinquencies,True,0
5615,regional sales manager,10.0,SC,RENT,51000.0,Source Verified,10.89,0,1988,0,12,8,25878,8045,0,1097,7,3,0,0,debt_consolidation,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9280.21,No Delinquencies,True,0
5616,owner,10.0,TX,MORTGAGE,50000.0,Not Verified,10.06,3,1995,0,23,10,154807,13525,0,0,8,7,1,0,credit_card,individual,12000,36,9.43,384.01,B,B1,Mar-2018,Current,whole,Cash,11124.02,Has Delinquencies,True,1
5617,manager,6.0,PA,RENT,18000.0,Source Verified,30.67,0,2006,1,17,7,33225,17176,0,0,5,3,0,0,credit_card,individual,7000,36,18.06,253.28,D,D2,Jan-2018,Late (16-30 days),fractional,Cash,6297.08,No Delinquencies,True,0
5618,partner,10.0,CA,RENT,150000.0,Not Verified,19.92,0,2009,0,16,12,108967,71172,0,0,9,7,0,0,credit_card,individual,20000,36,12.62,670.23,C,C1,Jan-2018,Current,whole,Cash,17401.75,No Delinquencies,True,0
5619,director of marketing,2.0,CA,RENT,115000.0,Not Verified,15.59,0,1994,1,14,9,80786,52331,0,483,7,5,0,0,credit_card,individual,25000,60,12.62,563.98,C,C1,Jan-2018,Current,whole,Cash,23462.69,No Delinquencies,True,0
5621,forge fabrucator,4.0,MI,OWN,63000.0,Not Verified,15.12,0,1993,0,29,9,60600,19702,0,0,8,4,0,0,credit_card,individual,6000,36,6.71,184.47,A,A3,Mar-2018,Current,whole,Cash,5544.7,No Delinquencies,True,0
5623,asst teacher,10.0,CA,RENT,35000.0,Source Verified,22.98,0,2001,0,18,7,44209,27492,0,0,6,4,0,0,debt_consolidation,individual,11000,36,11.99,365.31,B,B5,Mar-2018,Current,whole,Cash,10226.11,No Delinquencies,True,0
5624,driver,3.0,CT,RENT,94000.0,Verified,9.26,0,2002,0,8,3,19800,15128,0,0,2,2,0,1,debt_consolidation,individual,30000,60,21.45,819.22,D,D5,Jan-2018,Current,whole,Cash,28837.41,No Delinquencies,True,0
5625,chief operations officer,5.0,AL,MORTGAGE,135000.0,Not Verified,27.11,0,1999,5,23,10,405577,196112,0,0,3,3,0,0,major_purchase,individual,3500,36,16.01,123.07,C,C5,Mar-2018,Current,whole,Cash,3267.81,No Delinquencies,True,0
5626,customer service rep,2.0,NY,RENT,30000.0,Verified,2.0,0,2013,0,3,2,8300,384,0,0,2,2,0,0,moving,individual,12000,36,6.71,368.94,A,A3,Mar-2018,Current,whole,Cash,11089.41,No Delinquencies,True,0
5627,manager,6.0,CA,OWN,40000.0,Not Verified,18.36,0,2004,0,18,13,42935,25690,0,0,12,6,0,1,home_improvement,individual,25000,36,12.61,837.67,C,C1,Mar-2018,Current,whole,Cash,23256.93,No Delinquencies,True,0
5628,assistant store manager,10.0,FL,MORTGAGE,57000.0,Not Verified,8.84,0,2007,1,10,6,168553,9095,0,100,4,4,0,0,debt_consolidation,individual,10000,60,13.58,230.52,C,C2,Feb-2018,Current,whole,Cash,9522.56,No Delinquencies,True,0
5631,senior loan officer,1.0,CA,RENT,550000.0,Verified,4.14,0,1990,3,12,7,65083,42630,0,0,4,3,5,0,debt_consolidation,individual,30000,36,21.45,1137.2,D,D5,Jan-2018,Current,whole,Cash,26885.89,No Delinquencies,True,1
5632,manager,6.0,LA,OWN,15000.0,Not Verified,25.46,0,1997,1,32,18,27200,7297,0,108,17,6,0,0,other,individual,7200,36,11.98,239.08,B,B5,Mar-2018,Current,whole,Cash,6863.93,No Delinquencies,True,0
5633,operations manager,6.0,NV,RENT,62400.0,Verified,16.44,0,2012,1,14,11,39120,20357,0,1421,10,7,0,0,credit_card,individual,12000,36,15.05,416.28,C,C4,Jan-2018,Current,whole,Cash,10916.71,No Delinquencies,True,0
5634,sandwich maker,1.0,IL,RENT,12000.0,Source Verified,10.13,0,2005,0,2,2,26600,3378,0,0,2,1,0,0,other,individual,1000,36,11.98,33.21,B,B5,Mar-2018,Current,whole,Cash,953.31,No Delinquencies,True,0
5635,title clerk,10.0,GA,MORTGAGE,42996.0,Source Verified,4.19,2,2005,0,10,3,127450,5135,0,0,2,2,0,0,other,individual,7200,36,6.72,221.4,A,A3,Jan-2018,Current,whole,Cash,6284.4,Has Delinquencies,True,0
5636,owner ,10.0,PA,MORTGAGE,180000.0,Source Verified,7.81,4,2001,2,33,16,733339,61825,0,415,10,7,0,0,debt_consolidation,individual,32000,60,15.05,762.12,C,C4,Feb-2018,Current,whole,Cash,30529.48,Has Delinquencies,True,0
5637,coordinator of fire services,7.0,TX,MORTGAGE,60000.0,Verified,27.78,0,1989,2,19,13,263009,48701,0,0,4,4,0,0,debt_consolidation,joint,16000,60,20.39,427.39,D,D4,Feb-2018,Current,whole,Cash,15361.87,No Delinquencies,True,0
5638,logistics ,4.0,CA,RENT,70000.0,Source Verified,16.36,0,2007,0,14,9,52873,40161,0,0,6,5,0,0,renewable_energy,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,whole,Cash,4439.79,No Delinquencies,True,0
5639,teacher,9.0,KS,MORTGAGE,49343.0,Verified,28.77,0,1986,0,50,20,418265,44270,0,0,18,8,0,0,credit_card,joint,40000,36,5.32,1204.6,A,A1,Feb-2018,Current,whole,Cash,36904.52,No Delinquencies,True,0
5640,regional manager,6.0,PA,RENT,135000.0,Source Verified,12.58,0,2002,2,27,12,560440,117098,0,0,7,0,0,0,other,individual,40000,60,7.35,798.67,A,A4,Feb-2018,Current,whole,Cash,37764.89,No Delinquencies,False,0
5641,welder,10.0,LA,MORTGAGE,50220.0,Verified,36.6,0,1998,1,21,9,106107,68410,0,0,6,6,0,0,credit_card,joint,35000,36,10.42,1136.27,B,B3,Jan-2018,Current,whole,Cash,31626.97,No Delinquencies,True,0
5642,sales,0.0,TX,RENT,77000.0,Source Verified,13.28,0,2003,1,8,7,48685,35380,0,0,5,3,0,0,major_purchase,individual,5000,36,16.02,175.84,C,C5,Mar-2018,Current,fractional,Cash,4668.34,No Delinquencies,True,0
5643,technician,4.0,VA,RENT,50000.0,Source Verified,6.34,0,2005,0,11,8,31507,18817,0,0,2,2,0,0,moving,individual,1800,36,6.07,54.82,A,A2,Feb-2018,Current,whole,Cash,1615.75,No Delinquencies,True,0
5644,manager,6.0,GA,RENT,16356.0,Verified,16.07,0,2007,3,4,3,6825,5194,0,0,2,2,0,0,major_purchase,individual,5000,36,19.03,183.36,D,D3,Jan-2018,Current,whole,Cash,4462.89,No Delinquencies,True,0
5645,director of finance,4.0,TX,RENT,137500.0,Not Verified,9.1,0,2003,4,14,10,90033,59646,0,0,9,7,0,0,credit_card,individual,35000,36,6.71,1076.07,A,A3,Mar-2018,Current,whole,DirectPay,33234.35,No Delinquencies,True,0
5646,parts counter,10.0,CO,MORTGAGE,42000.0,Not Verified,35.2,0,2000,0,10,8,82774,32166,0,0,6,2,0,0,credit_card,individual,8000,36,6.72,246.0,A,A3,Feb-2018,Current,whole,Cash,7188.41,No Delinquencies,True,0
5647,engineer,8.0,MA,OWN,100000.0,Source Verified,10.42,2,1991,0,11,8,444543,37097,0,0,5,5,0,0,house,individual,6025,36,18.45,219.19,D,D2,Mar-2018,Current,whole,Cash,5639.47,Has Delinquencies,True,0
5648,talent development consultant,9.0,IL,MORTGAGE,106300.0,Verified,21.74,0,1999,1,31,12,431916,70013,0,0,7,4,0,0,debt_consolidation,joint,38375,60,16.02,933.62,C,C5,Jan-2018,Current,whole,Cash,36655.7,No Delinquencies,True,0
